id,idade,altura,peso,imc,sexo,escolaridade,profissao,fumante.f,fumante.n,salario,carros,filhos
4371,29,1.42,51.65,25.61,F,Analfabeto,Biológicas,não,0,1630.23,1,2
4372,30,1.43,52.37,25.61,M,3º Grau,Biológicas,não,0,3413.01,2,2
4373,46,1.66,61.21,22.21,F,Mestrado,Exatas,não,0,25536.21,3,1
4374,30,1.43,52.03,25.44,M,3º Grau,Biológicas,sim,1,2578.3,3,2
4375,40,1.57,57.81,23.45,M,3º Grau,Exatas,não,0,17032.89,0,1
4376,47,1.67,61.93,22.21,F,2º Grau,Exatas,sim,1,27324.79,3,1
4377,38,1.54,56.53,23.84,F,Doutorado,Humanas,não,0,13828.64,1,0
4378,42,1.6,58.98,23.04,M,Analfabeto,Exatas,sim,1,19947.39,0,1
4379,36,1.51,55.43,24.31,F,PósDoc,Biológicas,não,0,11085.11,1,2
4380,37,1.52,55.91,24.2,M,1º Grau,Humanas,sim,1,12276.99,1,0
4381,53,1.76,65.37,21.1,F,Doutorado,Humanas,sim,1,35927.77,2,0
4382,25,1.36,49.21,26.61,F,Doutorado,Exatas,não,0,4470.51,2,1
4383,37,1.53,56.37,24.08,F,Analfabeto,Exatas,não,0,13433.58,1,1
4384,25,1.36,49.55,26.79,F,3º Grau,Exatas,não,0,3629.97,1,1
4385,46,1.65,61.08,22.44,M,Doutorado,Exatas,sim,1,25206.39,0,1
4386,35,1.5,54.84,24.37,F,1º Grau,Exatas,não,0,9595.01,2,1
4387,33,1.46,53.59,25.14,M,1º Grau,Exatas,não,0,6467.88,2,1
4388,40,1.57,57.88,23.48,M,Mestrado,Exatas,sim,1,17196.75,3,1
4389,49,1.71,63.23,21.62,F,Analfabeto,Exatas,não,0,30585.94,3,1
4390,22,1.32,47.78,27.42,F,PósDoc,Biológicas,não,0,8051.28,2,2
4391,15,1.22,43.62,29.31,F,Doutorado,Humanas,não,0,18452.08,2,0
4392,34,1.49,54.53,24.56,F,PósDoc,Humanas,não,0,8814.57,3,0
4393,19,1.27,45.66,28.31,F,3º Grau,Exatas,não,0,13356.14,3,1
4394,41,1.58,58.26,23.34,F,PósDoc,Exatas,sim,1,18141.27,1,1
4395,34,1.48,54.37,24.82,M,1º Grau,Biológicas,não,0,8424.1,1,2
4396,26,1.37,49.88,26.58,M,Mestrado,Exatas,não,0,2795.98,3,1
4397,32,1.46,53.53,25.11,M,2º Grau,Biológicas,sim,1,6317.58,3,2
4398,42,1.6,59.14,23.1,F,Doutorado,Exatas,sim,1,20341.05,3,1
4399,32,1.45,53.09,25.25,F,Analfabeto,Biológicas,não,0,5219.4,0,2
4400,38,1.54,56.56,23.85,F,3º Grau,Exatas,sim,1,13890.73,3,1
4401,44,1.62,59.98,22.85,F,1º Grau,Humanas,sim,1,22438.16,3,0
4402,36,1.51,55.46,24.32,F,Analfabeto,Humanas,não,0,11161.04,1,0
4403,51,1.72,63.92,21.61,M,Analfabeto,Humanas,sim,1,32295.5,1,0
4404,38,1.54,56.45,23.8,F,Mestrado,Exatas,sim,1,13617.73,2,1
4405,31,1.44,52.48,25.31,F,Doutorado,Humanas,não,0,3689.1,3,0
4406,47,1.66,61.59,22.35,F,2º Grau,Exatas,não,0,26467.78,3,1
4407,38,1.54,56.5,23.82,F,PósDoc,Humanas,não,0,13737.86,3,0
4408,24,1.35,48.82,26.79,M,Mestrado,Biológicas,sim,1,5438.9,1,2
4409,31,1.45,52.96,25.19,M,1º Grau,Exatas,não,0,4890.96,0,1
4410,43,1.61,59.59,22.99,M,Mestrado,Exatas,não,0,21487.01,3,1
4411,30,1.43,52.12,25.49,F,3º Grau,Humanas,não,0,2811.3,2,0
4412,47,1.67,61.95,22.21,F,Doutorado,Exatas,sim,1,27378.23,2,1
4413,37,1.53,56.07,23.95,M,Mestrado,Exatas,não,0,12674.76,1,1
4414,31,1.44,52.8,25.46,F,Analfabeto,Humanas,não,0,4494.76,0,0
4415,38,1.54,56.57,23.85,M,Mestrado,Biológicas,sim,1,13916.3,3,2
4416,44,1.63,60.32,22.7,F,1º Grau,Exatas,não,0,23292.36,0,1
4417,29,1.42,51.79,25.68,F,Mestrado,Humanas,não,0,1983.97,1,0
4418,40,1.57,57.67,23.4,M,Mestrado,Biológicas,não,0,16673.15,0,2
4419,39,1.56,57.37,23.57,F,Doutorado,Humanas,sim,1,15916.89,1,0
4420,36,1.51,55.49,24.34,F,3º Grau,Exatas,sim,1,11235.87,1,1
4421,32,1.45,53.15,25.28,F,1º Grau,Biológicas,não,0,5377.62,1,2
4422,30,1.43,52.24,25.55,M,PósDoc,Exatas,não,0,3110.74,0,1
4423,35,1.49,54.79,24.68,F,Analfabeto,Biológicas,sim,1,9464.79,3,2
4424,31,1.44,52.71,25.42,F,2º Grau,Exatas,não,0,4272.93,2,1
4425,36,1.52,55.86,24.18,M,2º Grau,Biológicas,não,0,12137.56,3,2
4426,38,1.54,56.44,23.8,F,Doutorado,Humanas,sim,1,13598.03,2,0
4427,51,1.73,64.11,21.42,F,1º Grau,Biológicas,sim,1,32769.57,0,2
4428,32,1.46,53.24,24.98,M,Analfabeto,Humanas,sim,1,5597.09,2,0
4429,33,1.47,53.72,24.86,F,Mestrado,Biológicas,não,0,6810.29,0,2
4430,34,1.48,54.39,24.83,M,1º Grau,Humanas,não,0,8473.88,1,0
4431,34,1.49,54.47,24.53,M,1º Grau,Biológicas,sim,1,8681.11,1,2
4432,38,1.54,56.78,23.94,M,2º Grau,Exatas,sim,1,14461.97,1,1
4433,51,1.72,64,21.63,F,1º Grau,Humanas,não,0,32497.69,3,0
4434,36,1.52,55.73,24.12,F,2º Grau,Humanas,não,0,11818.19,2,0
4435,33,1.47,53.92,24.95,F,PósDoc,Exatas,não,0,7291.37,1,1
4436,35,1.5,54.85,24.38,M,Mestrado,Biológicas,não,0,9629.27,1,2
4437,45,1.64,60.63,22.54,F,Analfabeto,Biológicas,não,0,24063.76,3,2
4438,33,1.47,53.93,24.96,F,2º Grau,Exatas,não,0,7333.1,2,1
4439,26,1.37,49.82,26.54,M,Analfabeto,Exatas,não,0,2961.96,3,1
4440,33,1.48,54,24.65,F,Analfabeto,Biológicas,sim,1,7509.95,2,2
4441,27,1.38,50.25,26.39,F,Analfabeto,Exatas,sim,1,1887.41,1,1
4442,33,1.47,53.76,24.88,M,3º Grau,Humanas,não,0,6907.39,0,0
4443,39,1.56,57.36,23.57,M,Doutorado,Biológicas,sim,1,15892,2,2
4444,23,1.33,48.27,27.29,F,3º Grau,Humanas,não,0,6835.92,0,0
4445,31,1.45,52.88,25.15,F,2º Grau,Exatas,não,0,4693.46,1,1
4446,35,1.5,54.93,24.41,F,Doutorado,Biológicas,não,0,9833.16,3,2
4447,36,1.52,55.76,24.13,M,PósDoc,Biológicas,sim,1,11897.37,0,2
4448,44,1.63,60.39,22.73,F,PósDoc,Exatas,sim,1,23475.77,2,1
4449,43,1.62,59.78,22.78,M,1º Grau,Humanas,não,0,21953.2,0,0
4450,31,1.44,52.52,25.33,F,1º Grau,Humanas,sim,1,3798.28,3,0
4451,34,1.48,54.3,24.79,M,Doutorado,Humanas,sim,1,8248.11,1,0
4452,23,1.34,48.41,26.96,M,Doutorado,Humanas,não,0,6471.48,1,0
4453,26,1.37,49.67,26.46,M,PósDoc,Exatas,não,0,3320.73,0,1
4454,28,1.4,50.96,26,M,PósDoc,Biológicas,não,0,96.81,0,2
4455,37,1.52,55.91,24.2,F,3º Grau,Exatas,não,0,12275.13,3,1
4456,29,1.42,51.84,25.71,M,PósDoc,Exatas,não,0,2101.08,1,1
4457,42,1.59,58.77,23.25,M,3º Grau,Biológicas,sim,1,19436.48,0,2
4458,37,1.53,56.39,24.09,M,PósDoc,Biológicas,sim,1,13462.61,3,2
4459,45,1.64,60.46,22.48,M,1º Grau,Biológicas,não,0,23637.66,3,2
4460,43,1.61,59.42,22.92,F,2º Grau,Humanas,sim,1,21048.24,1,0
4461,36,1.51,55.41,24.3,F,Mestrado,Exatas,não,0,11018.82,3,1
4462,33,1.47,53.79,24.89,M,Doutorado,Exatas,não,0,6984.14,1,1
4463,24,1.35,48.96,26.86,M,Mestrado,Exatas,não,0,5106.39,2,1
4464,39,1.55,57.12,23.78,F,2º Grau,Humanas,sim,1,15290.07,1,0
4465,34,1.49,54.48,24.54,F,3º Grau,Biológicas,sim,1,8702.54,2,2
4466,37,1.53,56.3,24.05,M,2º Grau,Exatas,não,0,13259.45,2,1
4467,33,1.48,54.14,24.72,F,Mestrado,Biológicas,não,0,7842.19,3,2
4468,46,1.65,61.06,22.43,M,Analfabeto,Exatas,sim,1,25160.04,1,1
4469,40,1.57,57.77,23.44,M,2º Grau,Humanas,não,0,16912.56,0,0
4470,40,1.57,57.62,23.38,F,3º Grau,Exatas,não,0,16561.87,0,1
4471,29,1.41,51.58,25.94,M,PósDoc,Exatas,não,0,1447.73,0,1
4472,33,1.47,53.88,24.93,M,Doutorado,Exatas,não,0,7209.4,3,1
4473,30,1.43,52.03,25.44,F,1º Grau,Exatas,não,0,2576.28,3,1
4474,40,1.58,58.11,23.28,M,Mestrado,Biológicas,sim,1,17774.93,1,2
4475,33,1.47,53.84,24.92,M,Analfabeto,Exatas,não,0,7107.6,0,1
4476,40,1.57,57.66,23.39,M,Mestrado,Humanas,não,0,16662.46,1,0
4477,22,1.31,47.29,27.56,M,2º Grau,Exatas,não,0,9264.63,2,1
4478,36,1.52,55.71,24.11,F,Mestrado,Biológicas,não,0,11767.49,2,2
4479,27,1.39,50.62,26.2,M,Doutorado,Exatas,não,0,946.85,0,1
4480,36,1.51,55.56,24.37,F,2º Grau,Biológicas,não,0,11393.98,1,2
4481,40,1.57,57.83,23.46,F,PósDoc,Exatas,sim,1,17078.66,1,1
4482,31,1.44,52.76,25.44,M,2º Grau,Biológicas,não,0,4392.54,3,2
4483,35,1.5,54.98,24.44,F,1º Grau,Humanas,sim,1,9948.13,2,0
4484,26,1.37,49.96,26.62,F,PósDoc,Biológicas,não,0,2597.33,3,2
4485,30,1.43,52.2,25.53,M,1º Grau,Humanas,não,0,3005.59,1,0
4486,22,1.31,47.49,27.67,M,PósDoc,Biológicas,não,0,8762.57,1,2
4487,34,1.48,54.39,24.83,M,Doutorado,Humanas,não,0,8470.31,3,0
4488,33,1.47,53.66,24.83,F,Mestrado,Exatas,não,0,6651.78,2,1
4489,42,1.6,58.95,23.03,M,PósDoc,Exatas,não,0,19866.51,3,1
4490,38,1.55,56.82,23.65,M,3º Grau,Humanas,não,0,14559.45,1,0
4491,35,1.5,54.92,24.41,M,Doutorado,Biológicas,não,0,9807.64,2,2
4492,39,1.55,57.12,23.78,M,Analfabeto,Biológicas,sim,1,15293.81,3,2
4493,30,1.42,51.88,25.73,F,Doutorado,Exatas,não,0,2197.7,1,1
4494,36,1.52,55.69,24.1,F,2º Grau,Humanas,sim,1,11717.97,0,0
4495,24,1.34,48.56,27.04,F,Mestrado,Exatas,não,0,6090.57,2,1
4496,23,1.33,48.3,27.31,M,2º Grau,Biológicas,sim,1,6751.51,0,2
4497,42,1.59,58.77,23.25,F,3º Grau,Humanas,sim,1,19425.15,3,0
4498,36,1.51,55.32,24.26,M,Mestrado,Humanas,não,0,10795.75,0,0
4499,45,1.64,60.65,22.55,F,Mestrado,Biológicas,sim,1,24114.02,3,2
4500,34,1.48,54.32,24.8,M,1º Grau,Exatas,sim,1,8296.39,0,1
4501,25,1.36,49.49,26.76,F,1º Grau,Exatas,sim,1,3768.1,1,1
4502,29,1.41,51.4,25.85,M,1º Grau,Humanas,não,0,1005.8,3,0
4503,46,1.65,61.17,22.47,M,1º Grau,Exatas,sim,1,25435.83,2,1
4504,22,1.32,47.72,27.39,F,Doutorado,Biológicas,não,0,8191.42,3,2
4505,29,1.42,51.66,25.62,M,PósDoc,Biológicas,não,0,1653.01,1,2
4506,44,1.63,60.13,22.63,M,Analfabeto,Humanas,não,0,22821.66,0,0
4507,34,1.48,54.38,24.83,M,2º Grau,Exatas,sim,1,8446.84,1,1
4508,22,1.32,47.85,27.46,M,3º Grau,Humanas,não,0,7883.79,1,0
4509,33,1.47,53.8,24.9,M,PósDoc,Biológicas,não,0,7009.03,2,2
4510,38,1.54,56.79,23.95,M,Analfabeto,Humanas,não,0,14469.62,3,0
4511,42,1.61,59.27,22.87,F,Doutorado,Biológicas,sim,1,20673.08,1,2
4512,28,1.4,51.05,26.05,M,Doutorado,Biológicas,não,0,130.4,1,2
4513,48,1.69,62.43,21.86,F,3º Grau,Biológicas,não,0,28570.78,2,2
4514,35,1.5,54.94,24.42,F,Doutorado,Biológicas,sim,1,9861.17,3,2
4515,39,1.56,57.26,23.53,F,2º Grau,Humanas,sim,1,15655.59,1,0
4516,31,1.44,52.59,25.36,F,1º Grau,Biológicas,não,0,3977.03,2,2
4517,44,1.63,60.14,22.64,M,Analfabeto,Humanas,não,0,22851.24,3,0
4518,44,1.63,60.34,22.71,M,2º Grau,Biológicas,não,0,23360.17,0,2
4519,31,1.44,52.77,25.45,F,Mestrado,Humanas,sim,1,4436.11,2,0
4520,30,1.43,52.13,25.49,F,Mestrado,Exatas,sim,1,2833.49,3,1
4521,30,1.42,51.96,25.77,M,Analfabeto,Humanas,não,0,2409.78,1,0
4522,46,1.66,61.27,22.23,M,3º Grau,Biológicas,não,0,25685.11,2,2
4523,39,1.55,57.14,23.78,M,2º Grau,Exatas,não,0,15354.64,0,1
4524,36,1.52,55.84,24.17,F,Doutorado,Biológicas,não,0,12094.12,0,2
4525,42,1.6,58.97,23.04,F,1º Grau,Biológicas,não,0,19924.73,3,2
4526,31,1.45,52.85,25.14,M,PósDoc,Biológicas,sim,1,4627.5,3,2
4527,33,1.47,53.93,24.96,F,PósDoc,Humanas,sim,1,7318.27,2,0
4528,42,1.59,58.72,23.23,F,PósDoc,Biológicas,não,0,19290.08,1,2
4529,24,1.34,48.77,27.16,F,Analfabeto,Biológicas,não,0,5582.67,1,2
4530,40,1.56,57.6,23.67,F,PósDoc,Exatas,não,0,16499.18,2,1
4531,24,1.35,48.95,26.86,F,Doutorado,Biológicas,sim,1,5115.26,2,2
4532,29,1.41,51.54,25.92,F,1º Grau,Humanas,não,0,1346.8,1,0
4533,37,1.53,56.39,24.09,M,Mestrado,Biológicas,sim,1,13476.85,0,2
4534,34,1.48,54.26,24.77,F,Doutorado,Biológicas,não,0,8139.05,0,2
4535,39,1.56,57.38,23.58,F,Doutorado,Biológicas,sim,1,15953.46,3,2
4536,27,1.39,50.65,26.21,F,Analfabeto,Biológicas,sim,1,882.69,2,2
4537,32,1.46,53.48,25.09,M,3º Grau,Biológicas,não,0,6206.39,0,2
4538,34,1.49,54.46,24.53,M,2º Grau,Humanas,sim,1,8661.95,3,0
4539,37,1.53,56.18,24,M,Mestrado,Biológicas,não,0,12938.94,2,2
4540,29,1.42,51.8,25.69,M,Mestrado,Exatas,não,0,1987.86,3,1
4541,51,1.73,64.22,21.46,F,Analfabeto,Biológicas,não,0,33057.34,1,2
4542,28,1.4,50.94,25.99,M,1º Grau,Exatas,não,0,150.82,2,1
4543,28,1.41,51.23,25.77,F,3º Grau,Humanas,não,0,574.82,0,0
4544,34,1.49,54.57,24.58,F,3º Grau,Exatas,não,0,8928.66,1,1
4545,27,1.39,50.47,26.12,F,Mestrado,Humanas,não,0,1313.41,2,0
4546,31,1.45,52.93,25.17,F,2º Grau,Humanas,não,0,4814.26,1,0
4547,37,1.53,56.28,24.04,F,1º Grau,Humanas,sim,1,13193.54,3,0
4548,39,1.56,57.4,23.59,F,Mestrado,Exatas,não,0,15991.7,1,1
4549,39,1.56,57.26,23.53,M,1º Grau,Biológicas,não,0,15660.89,0,2
4550,29,1.42,51.74,25.66,M,Analfabeto,Biológicas,sim,1,1852.45,0,2
4551,38,1.54,56.57,23.85,M,Doutorado,Biológicas,não,0,13933.85,1,2
4552,34,1.48,54.35,24.81,M,Analfabeto,Exatas,não,0,8382.93,3,1
4553,29,1.41,51.52,25.91,F,Mestrado,Exatas,não,0,1294.11,0,1
4554,25,1.36,49.53,26.78,F,Doutorado,Biológicas,sim,1,3667.86,2,2
4555,38,1.54,56.6,23.87,M,Mestrado,Biológicas,sim,1,14005.69,2,2
4556,25,1.36,49.54,26.78,M,PósDoc,Biológicas,sim,1,3648.49,3,2
4557,52,1.75,64.98,21.22,M,Mestrado,Exatas,sim,1,34955.24,2,1
4558,29,1.42,51.64,25.61,F,Mestrado,Biológicas,não,0,1603.07,0,2
4559,42,1.6,58.82,22.98,F,1º Grau,Exatas,não,0,19542.22,0,1
4560,44,1.63,60,22.58,M,Analfabeto,Humanas,não,0,22506.93,0,0
4561,42,1.61,59.26,22.86,F,Mestrado,Humanas,sim,1,20657.49,3,0
4562,43,1.62,59.64,22.73,M,Mestrado,Exatas,não,0,21594.42,3,1
4563,44,1.63,60.09,22.62,F,3º Grau,Exatas,sim,1,22719.87,2,1
4564,41,1.59,58.71,23.22,M,Analfabeto,Exatas,não,0,19273.41,2,1
4565,36,1.51,55.41,24.3,M,Doutorado,Biológicas,sim,1,11016.09,3,2
4566,39,1.56,57.23,23.52,M,Mestrado,Biológicas,não,0,15577.69,0,2
4567,38,1.55,56.85,23.66,M,2º Grau,Biológicas,não,0,14634.14,1,2
4568,30,1.43,52.36,25.61,F,Mestrado,Biológicas,não,0,3393.06,1,2
4569,38,1.54,56.6,23.87,M,2º Grau,Exatas,não,0,13989.61,2,1
4570,26,1.37,49.78,26.52,F,Mestrado,Humanas,sim,1,3058.27,1,0
4571,32,1.46,53.23,24.97,M,Doutorado,Exatas,sim,1,5567.99,0,1
4572,26,1.38,50.13,26.32,M,1º Grau,Exatas,não,0,2174.01,0,1
4573,29,1.42,51.64,25.61,M,3º Grau,Exatas,não,0,1601.7,2,1
4574,30,1.43,52.29,25.57,F,Analfabeto,Biológicas,sim,1,3226.82,3,2
4575,50,1.72,63.78,21.56,F,Doutorado,Exatas,não,0,31960.55,2,1
4576,27,1.38,50.38,26.45,M,Mestrado,Biológicas,sim,1,1546.72,0,2
4577,33,1.48,54.07,24.68,F,1º Grau,Biológicas,não,0,7666,0,2
4578,32,1.46,53.44,25.07,M,PósDoc,Exatas,não,0,6102.56,0,1
4579,35,1.5,55.11,24.49,M,Analfabeto,Exatas,não,0,10287.35,0,1
4580,23,1.33,48.17,27.23,M,3º Grau,Humanas,não,0,7083.7,2,0
4581,31,1.44,52.75,25.44,F,Mestrado,Exatas,sim,1,4385.95,2,1
4582,27,1.39,50.44,26.11,F,Doutorado,Humanas,sim,1,1393.43,2,0
4583,43,1.61,59.38,22.91,F,2º Grau,Humanas,sim,1,20950.57,0,0
4584,36,1.52,55.67,24.1,M,Mestrado,Exatas,não,0,11667.87,1,1
4585,43,1.62,59.69,22.74,M,1º Grau,Exatas,não,0,21724.88,0,1
4586,40,1.57,57.75,23.43,F,1º Grau,Humanas,não,0,16881.76,3,0
4587,46,1.65,61.06,22.43,F,3º Grau,Exatas,não,0,25154.74,2,1
4588,31,1.44,52.46,25.3,F,3º Grau,Humanas,não,0,3639.49,3,0
4589,27,1.38,50.35,26.44,F,Doutorado,Humanas,não,0,1636.26,1,0
4590,32,1.46,53.29,25,F,Analfabeto,Exatas,não,0,5728.35,3,1
4591,36,1.52,55.78,24.14,F,1º Grau,Biológicas,não,0,11960.91,0,2
4592,28,1.4,51.01,26.03,M,3º Grau,Humanas,não,0,29.52,2,0
4593,39,1.55,57.07,23.75,M,Mestrado,Exatas,sim,1,15174.66,1,1
4594,30,1.43,52.31,25.58,M,Doutorado,Humanas,não,0,3282.43,0,0
4595,38,1.54,56.5,23.82,M,1º Grau,Biológicas,sim,1,13753.18,3,2
4596,32,1.46,53.34,25.02,F,3º Grau,Humanas,não,0,5843.98,2,0
4597,43,1.62,59.64,22.73,M,2º Grau,Biológicas,não,0,21596.69,0,2
4598,29,1.41,51.58,25.94,F,2º Grau,Biológicas,não,0,1439.58,1,2
4599,34,1.49,54.44,24.52,F,3º Grau,Biológicas,não,0,8612.46,3,2
4600,31,1.44,52.53,25.33,F,2º Grau,Exatas,não,0,3825.38,1,1
4601,37,1.53,56.06,23.95,F,2º Grau,Biológicas,não,0,12646.69,2,2
4602,41,1.58,58.25,23.33,F,2º Grau,Biológicas,não,0,18124.3,3,2
4603,39,1.56,57.29,23.54,M,1º Grau,Humanas,sim,1,15734.09,1,0
4604,31,1.44,52.55,25.34,F,3º Grau,Exatas,não,0,3882.44,1,1
4605,41,1.59,58.71,23.22,F,3º Grau,Biológicas,sim,1,19275.82,0,2
4606,38,1.55,56.84,23.66,M,Analfabeto,Humanas,sim,1,14596.32,1,0
4607,36,1.51,55.31,24.26,F,1º Grau,Biológicas,sim,1,10777.09,1,2
4608,29,1.42,51.82,25.7,F,3º Grau,Biológicas,sim,1,2059.87,3,2
4609,40,1.58,58.02,23.24,M,Doutorado,Exatas,não,0,17556.48,2,1
4610,25,1.35,49.04,26.91,M,Mestrado,Humanas,não,0,4900.47,1,0
4611,21,1.3,47.19,27.92,M,3º Grau,Exatas,não,0,9521.02,3,1
4612,32,1.45,53.19,25.3,F,Doutorado,Biológicas,não,0,5476.01,3,2
4613,25,1.36,49.53,26.78,M,2º Grau,Biológicas,não,0,3686.26,2,2
4614,37,1.53,56.18,24,F,Analfabeto,Humanas,sim,1,12958.11,0,0
4615,46,1.66,61.49,22.31,F,Analfabeto,Biológicas,não,0,26234.84,2,2
4616,31,1.45,52.88,25.15,F,1º Grau,Exatas,não,0,4703.1,0,1
4617,33,1.47,53.97,24.98,M,1º Grau,Humanas,não,0,7428.12,1,0
4618,40,1.58,58,23.23,F,Doutorado,Exatas,não,0,17509.56,2,1
4619,24,1.34,48.46,26.99,M,Analfabeto,Humanas,não,0,6358.97,1,0
4620,24,1.35,48.87,26.81,F,3º Grau,Humanas,não,0,5316.54,2,0
4621,48,1.68,62.34,22.09,M,Mestrado,Humanas,não,0,28345.56,3,0
4622,31,1.45,52.89,25.16,F,3º Grau,Biológicas,sim,1,4724.75,3,2
4623,33,1.48,54.11,24.7,F,3º Grau,Exatas,não,0,7767.6,2,1
4624,44,1.63,60.23,22.67,M,3º Grau,Humanas,sim,1,23063.61,3,0
4625,40,1.58,58.09,23.27,M,Doutorado,Biológicas,não,0,17729.07,1,2
4626,22,1.31,47.59,27.73,F,2º Grau,Exatas,não,0,8515.74,1,1
4627,43,1.62,59.67,22.74,F,PósDoc,Biológicas,sim,1,21687.23,0,2
4628,32,1.45,53.11,25.26,F,1º Grau,Humanas,não,0,5282.77,0,0
4629,29,1.42,51.85,25.71,F,Analfabeto,Exatas,sim,1,2119.89,2,1
4630,23,1.33,48.3,27.31,M,Doutorado,Biológicas,não,0,6747.91,2,2
4631,21,1.3,47.12,27.88,F,Analfabeto,Biológicas,sim,1,9697.57,2,2
4632,36,1.51,55.35,24.28,F,Mestrado,Humanas,não,0,10873.66,0,0
4633,41,1.58,58.38,23.39,F,Doutorado,Biológicas,sim,1,18449.07,2,2
4634,23,1.33,48.15,27.22,F,Doutorado,Exatas,não,0,7128.53,3,1
4635,24,1.34,48.7,27.12,M,Analfabeto,Exatas,não,0,5756.69,1,1
4636,41,1.59,58.43,23.11,F,1º Grau,Biológicas,sim,1,18587.15,2,2
4637,37,1.53,56.31,24.05,M,Doutorado,Humanas,não,0,13275,1,0
4638,38,1.55,56.93,23.7,M,Analfabeto,Humanas,sim,1,14825.99,0,0
4639,29,1.41,51.56,25.93,F,PósDoc,Humanas,não,0,1387.6,1,0
4640,32,1.45,53.14,25.27,F,Analfabeto,Biológicas,não,0,5344.92,0,2
4641,25,1.36,49.45,26.74,F,Doutorado,Humanas,não,0,3884.1,1,0
4642,38,1.55,56.98,23.72,F,PósDoc,Exatas,não,0,14943.11,2,1
4643,32,1.46,53.21,24.96,M,2º Grau,Exatas,não,0,5522.25,0,1
4644,29,1.42,51.62,25.6,F,2º Grau,Biológicas,não,0,1547.57,2,2
4645,40,1.57,57.77,23.44,F,PósDoc,Humanas,sim,1,16921.27,2,0
4646,31,1.44,52.78,25.45,M,2º Grau,Biológicas,não,0,4456,1,2
4647,41,1.58,58.22,23.32,F,Analfabeto,Exatas,não,0,18051.44,0,1
4648,33,1.47,53.62,24.81,M,Doutorado,Biológicas,não,0,6561.53,1,2
4649,36,1.52,55.68,24.1,F,Analfabeto,Exatas,não,0,11693.18,2,1
4650,37,1.53,56.12,23.97,F,2º Grau,Humanas,não,0,12804.22,0,0
4651,40,1.57,57.87,23.48,M,2º Grau,Exatas,não,0,17176.55,2,1
4652,32,1.46,53.41,25.06,F,3º Grau,Humanas,sim,1,6013.39,3,0
4653,42,1.6,59.11,23.09,F,3º Grau,Biológicas,não,0,20280.06,3,2
4654,39,1.55,57.13,23.78,F,Mestrado,Humanas,não,0,15335.29,0,0
4655,49,1.7,62.93,21.78,F,1º Grau,Exatas,não,0,29833.78,3,1
4656,27,1.38,50.2,26.36,F,Doutorado,Biológicas,sim,1,2007.37,0,2
4657,32,1.46,53.34,25.02,F,PósDoc,Biológicas,sim,1,5855.26,1,2
4658,38,1.55,56.8,23.64,F,3º Grau,Humanas,não,0,14511.36,2,0
4659,33,1.47,53.95,24.97,F,3º Grau,Humanas,não,0,7375.49,2,0
4660,42,1.6,59.08,23.08,M,3º Grau,Humanas,não,0,20204.27,0,0
4661,32,1.46,53.26,24.99,F,Doutorado,Biológicas,sim,1,5659.68,1,2
4662,33,1.47,53.66,24.83,M,1º Grau,Biológicas,não,0,6640.59,3,2
4663,33,1.48,54.13,24.71,F,2º Grau,Exatas,não,0,7819.08,1,1
4664,34,1.49,54.54,24.57,F,PósDoc,Exatas,não,0,8852.93,2,1
4665,36,1.51,55.36,24.28,F,Mestrado,Humanas,sim,1,10903.74,0,0
4666,26,1.37,49.84,26.55,F,1º Grau,Biológicas,não,0,2902.72,3,2
4667,32,1.46,53.22,24.97,M,Doutorado,Humanas,não,0,5546.98,1,0
4668,42,1.61,59.24,22.85,M,1º Grau,Biológicas,não,0,20595.96,2,2
4669,46,1.66,61.41,22.29,M,3º Grau,Humanas,sim,1,26017.64,3,0
4670,37,1.53,56.16,23.99,F,PósDoc,Humanas,não,0,12907.05,3,0
4671,24,1.35,48.84,26.8,M,PósDoc,Biológicas,não,0,5398.4,2,2
4672,45,1.64,60.73,22.58,M,PósDoc,Biológicas,não,0,24315.22,0,2
4673,43,1.61,59.59,22.99,M,Mestrado,Exatas,não,0,21475.89,2,1
4674,35,1.5,54.85,24.38,M,3º Grau,Humanas,não,0,9630.68,2,0
4675,38,1.54,56.56,23.85,F,Mestrado,Humanas,sim,1,13906.89,3,0
4676,43,1.61,59.45,22.94,M,Mestrado,Biológicas,não,0,21120.87,0,2
4677,41,1.59,58.41,23.1,M,3º Grau,Exatas,não,0,18523.53,3,1
4678,43,1.61,59.6,22.99,F,Doutorado,Humanas,não,0,21493.3,1,0
4679,25,1.36,49.51,26.77,M,PósDoc,Biológicas,sim,1,3734.11,3,2
4680,26,1.37,49.66,26.46,M,Analfabeto,Biológicas,não,0,3347.84,3,2
4681,33,1.47,53.7,24.85,F,3º Grau,Biológicas,não,0,6752.52,2,2
4682,29,1.41,51.31,25.81,M,2º Grau,Biológicas,não,0,777.12,1,2
4683,42,1.59,58.71,23.22,F,Mestrado,Humanas,não,0,19287.4,1,0
4684,40,1.57,57.82,23.46,F,1º Grau,Humanas,não,0,17050.86,0,0
4685,35,1.49,54.76,24.67,F,PósDoc,Humanas,sim,1,9409.79,2,0
4686,30,1.43,52.04,25.45,F,PósDoc,Biológicas,não,0,2592.24,1,2
4687,23,1.33,48.31,27.31,M,3º Grau,Humanas,não,0,6717.31,1,0
4688,31,1.44,52.55,25.34,F,1º Grau,Humanas,não,0,3874.59,2,0
4689,25,1.35,49.07,26.92,M,PósDoc,Exatas,não,0,4828.69,1,1
